"https://www.coursera.org/learn/yingyuyanjiang/lecture/qJvbf/1-7ying-yu-yan-jiang-yu-yan-shi-de-xue-xi-fang-fa-yu-ke-cheng-liu-cheng","1-7","Im also going to tell you that like William, this African boy, and many others, those ordinary people, and we should learn from them. We are not going to use those American President Obama, or those, you know president thing. Traditionally, when people are doing lecture in speech-making, they mention or they use a lot of materials form those presidents, but I dont. Who are the models? I would say during the whole course, would you probably say Yang Lan, Yang Lan is an expert in making foreigners understand Chinese very well. If you have ever listened to her speech when she was doing the bidding for the Olympic Games, some of you guys did, and you will find out that she is quite good at this. You know, many Chinese students are lack of those international perspective When they mention something about Tang Dynasty, about Han Dynasty, the foreign listerners don't know what they are talking so you need to refer to what century it is, how many years you may need measuring unit It may change, and so on We need to speak English in that way. Yan Lan does a great job in this You probably have ever listened to Eric Lee, a person that doesn't get known by most people but he gained the Yearly Best Speaker in 2013 Why? The foreigners need to learn about China, but most Chinese are silent, I mean, he is a good talker, he had education in UC Berkeley, he was once an investor, he was doing Venture Capital (VC), he was doing Venture Capital (VC) and I believe, he is among a few guys who can really explain to foreigners how China works, especially in terms of personnel, how colleague is promoted, and how the leader is selected. She is quite good at communicating with foreigners The most importantly, using the way the foreigners can accept. in a way that is easily accepted by foreigners The main reason is that he uses lots of data and chartsto show the foreigners how China is running she also thinks Most westerners believe democracy is good, is supremely good, is good than any other system and then Chinese people believe. Socialism this is the final event, the result of human society would be socialism, something or communism. But here you will, if you listen to his speech, you will find out that he was really talking by data, by hard facts, and let those westerners know more about Chinese system, and in this, he makes a good communication world. Even non English majors can make a talk show in white house, This is a Chinese, who can host the talk show in the white house is a Ph.D who majors in biochemistry He can make a talk show in his Chinese English and he did very successfully, so we can see that Chinese can also do what westerners do and certainly we can learn a lot from others TED talkers, and more importantly, who is most important in this course, is not those speakers, not me the lecturer, is about you. And by this, I mean, the final target is to make you progress, is one day you can make a presentation, a speech very easily. And for that, I would like to say one day, you get to say to yourself, yes, I can! yes, but how? Here comes the methodology. Ok. How may we build up our English speech or presentation skills? This is the way we can follow, I believe to make a good one, the first important thing is not the language you use, is perspective. I think the perspective is the most important how to locate yourself Where you put yourself in a lecture how do you think of those receivers especially, when there is a International group how do you express what you want to say in a way that other cultures can accept. this global perspective I mention it by the way, is not called international perspective in most cases International is misused a lot The foreigners seldom use the word, International They use globle You need to have a global perspective. It is through a global perspective to look at what we say Secondly, you need experience, if you dont have direct experience, experience would be indirect, observation. if you dont have direct experience, experience would be indirect, observation. then you draw a conclusion and analyze it We analyze whay they do a good job and how they express in a humorous way how they draw all people's attention while just starting a speech We also need to learn how to make a thought-provoking conclusion in the end something that you can savour after the speech We are going to learn all these and I also think that before writing a speech, How deep, how wide, is your thought. How deep, how wide,is your thought determines your speech content Whether you have critical thinking, critical thinking, The westerners say a lot about this, but many Chinese don't care about that Actually, when we say something, there is critical thinking In fact, you make some judgement without thinking so foreigners may think you are not so rigirous when Chinese talk. I would like to tell you that in an English interview, no matter for a job or for overseas study even in the personal statements when writing all those things, actually, many foreign teachers, they want to see critical thinking in it in these materials Of course, all these will be reflected in your speech your language I think this is the most suitable position for language itself. there is where it should be It is the ability of your spoken English I use this word there not the ability of spoken-English but spoken-English in yourspeech what does this mean? English speech use what kind of language? Written English? Or totally spoken English? which one? you can have a guess. neither of them It is semi-spoken language and semiformal this is its style We also need to know some body language Otherwise, even you make a wonderful speech, but you will feel a little unhappy because you see an Indian is keeping shaking his head But actually, it is a way of showing approval so you need to know some body languages Also, sometimes, we will make some gesture, like this, which is not acceptable in many cultures but you see many people just do it to show he is cool This is the cultural differences you need to pay attention to body language There are some technique some assistant means technically the ppt We saw it just now Even the African kid in Tanzania can do a good PPT very simple, with certain pictures but this can help you speak out a lot of things picture can say a thousand words picture can say a thousand words There are more Visual aids namely the data we use some pictures, some data We should be aware of the fair use of these things This is one of the major reasons that make your speech more acceptale This course is divided into two stages stage1 ,we will focus on those essential skills: pronunciation, intonation, the culture differences between China and the other countries. How you may use appropriate, powerful English language, how you put up your global perspective in your speech, how you may use those data or digraphs to support your argument. I mean, these are all necessary essential skills, they can be used to many scenarios, many applications And then in stage 2, we focus on something scenarios, like doing an introduction, a formal one, informer one, or half former, whatever, you need a lot of self-introduction, different styles, and the one figure told me that in your whole life, actually, when you speak English, especially for Chinese, 95% of the time when you speak English, you are doing self-introduction... 95% English speakers are making self-introduction when they speak English Interviews. Actually, we have a very high demand for interviews, even for getting a job or for oversees studies. And sometimes, your interview, in your presentation, you need to introduce a company, or the organization you are working for, sometimes you need to tell about your program, or some kind of activities, like campaign, whatever, sometimes, you need to tell about a product, to make an introduction to a certain new technology, I believe, all these have many applications, have more applications in the future and we follow this way, that is something we can manage it. If we prepare in this way, then it will become an operable thing And in the future probably, we will talk about how to make a good biz plan in English, and some ceremonial address, academic report and even election speech. That is not for this semester,... We may have more other classes in this respect The learning procedure is like this, you study in the beginning, and you observe, and then you make your own practice, I need to reinforce that you need to do a lot of practices, so you may come to my lectures, and listen to this video, but if you dont do the homework, there wont be anything good. Ok? There wont be anything good result for this. I simply tell a joke, this is a very practical one, back in the year, when I was a coach in New Oriental, you know, I was coaching on TOFEL reading and writing, so that means I was talking a lot in class. And outside the classroom, there was an old lady, who was selling miner water, and she liked my lectures very much, and actually, she listened to my lectures like a hundred of times, so one day I made a joke, dear aunt, if one day I was so busy that I cant come to the class, could you take my place? and she said yes. And I mean, if one day she really had to take my place, well, can she? Maybe not, maybe yes. But if we ask her to go to the tests, definitely, she will fail. So whats the lesson here? There is no connection between how many times you listen to the class and the actual result you make An water-selling anty who listen to my class 100 times can replace me and give a lesson to students but she is doomed to fail in the examination room for TOEFL The same rule applies here. So when I assign you homework, do like it, do enjoy it. And also, this is not like the class with feedback, thanks to Coursera platform, you can enjoy some feedback from your peers and also from me. If you supplement your recording, your homework, than I can review it. And you can see it. And you can have some comments from your fellow classmates, and this is super important. In the end, if you fulfill, finish all those homework, you are entitled to get a certificate, a statement of compliment to certify that you have successfully completed this course, and good news is that is accepted by many organizations, especially issued by Coursera.",""
"https://www.coursera.org/learn/qualitative-methods/lecture/8zBFr/1-4-epistemology","1.4 Epistemology","After discussing ontology, now it's time to discuss epistemology, and again, we are talking about an elephant. This elephant is about the question, what is knowledge and how do we actually gain knowledge? So if there's a reality out there, as we would discuss in ontology, we now pose the second question and the second question is, how can we understand reality? Or can we understand reality or do we need to measure reality? And usually in text books, there's a distinction made between either a positive view or a more interpretivist view. And this is one way of putting it. The core of it at least is that we can apply natural science methods to social sciences, and it starts with the pretty empiricist point of view. Which means all the knowledge we gain, we gain it through the senses. So everything should be observable and measurable. A second element of positivism is that it's usually deductivist which means that we are testing theories and I will explain a bit about that later. But some would say that positivism also means inductivist. So, its focused on theory building, and there are different strands of positivism, logical positivism. One is mainly focusing on theory building, inductively, whereas hypothetical deductivists, positivists are focusing much more on deductivism. A fourth element of positivism is the focus on objectivity or at least value free researcher. As a researcher you do not try to pose your subjective view of the world, no, you try to establish an objective view of the world. And then lastly. But related is that there is a huge distinction between scientific and normative statements. So, as scientists, we try to do scientific statements rather than normative statements. Positivism in quality research is quite often used not only as a label to apply to these elements of positivism. But it's very often used as a terrible nickname. Actually, you can curse someone saying oh, that's quite positivist. And people wouldn't like that. No one calls him or herself a positivist in qualitative research. So it has quite a negative connotation. Now the other view on epistemology is interpretivist epistemology. When people discuss this interpretivist epistemology, usually people would quote Schutz saying something about people are not atoms, nor are people billiard balls. So, when I hit you, you wouldn't react like a billiard ball. No, you would use your meaning. And this is what Schutz said. Social reality has a specific meaning and relevance structure for the beings living, acting, and thinking within it. So, if I push you, you will act different from other people and why? Well because the meaning you give to that little push is different and every time I push you and when I push you smilingly or very angrily, there's a huge differences. People interpret the world out there. They're not atoms. They're not billiard balls. In an interpretivist epistemology the focus lies with the meaning of social action, it lies with Verstehen in Weber's words, trying to understand subjectively and that's also the last point. The actor's perspective, a subjective reality. An interpretivist tries to see the world from the eyes of the researched, or the people in the study. This is a nice dichotomy, but as you can see, way too simple. Because, in practice, in science, we use different dimensions. We use positivism versus interpretivism as a shortcut. But if we just create some more dimensions, we can see one dimension is objectivity versus subjectivity. Or some would say, as objectivity in itself is a goal rather than something we can accomplish. Intersubjectivity versus subjectivity, now that's one way of looking at knowledge. How do we get at knowledge? Objectively, intersubjectively or subjectively, how do we gain knowledge? Well through verstehen. Understanding from within, trying to get a subjective reality, trying to get into the meaning people attach to different actions. Or through explanation. A leads to B, and B leads to C. Something like that. So causality, and what is the cause of what. And we can see a dimension here. Different views on how do we gain knowledge. A third dimension can be this dimension. How do we get knowledge? By verification. Every time we see a white swan we would say there's another white swan. It helps us create the theory that all swans are white. And in falsification we try to test that theory. Now the fourth dimension, and now you see that this image, this graph, becomes impossible. The fourth dimension is empirical, a focus on the senses, focus on observing empirically versus rational or the idea that we have to sit down and ponder and wonder about social reality and we have to theorize rather than observe. Now as you can see this is an impossible graph. This is just another simplification again, because we could add more dimensions, more ways of knowing. Every research is somewhere in between. In every research, Verstehen is taking place, as well explanation is taking place. So we cannot put, Positivism in either one of these corners. We cannot put interpretivism in either one of these corners. It's way too complex because every positivist does a little verification and a little falsification, probably. And there's quite some positivist research on subjective meaning. And every researcher doing empirical research, whether positivist or interpretivist, is somewhere in this corner. So again, this is a simplification. But at least it's way more complex than using this very simple dichotomy. Now, falsification. If we see one white swan, we would say, okay, there's one white swan. If we see another white swan, we would say, okay, maybe all swans are white. And then if you have seen several white swans, you can say, well, every swan is white. Now, that is verification, and then falsification is not looking the other way when a black swan [SOUND] moves in. Because, in falsification, the idea of Popper and others was that, in science, you try to test a theory. So you say all swans are white, and assume as a black swan swims in we would ring the bells of victory because our theory is refuted. This is one, just one, dimension of epistemology. How do we get our knowledge? Well, probably through falsification. But probably also in many other ways.",""
"https://www.coursera.org/learn/ell-lesson/lecture/Kjeyc/classroom-application-grammar-language-functions","Classroom Application-Grammar & Language Functions","[MUSIC] Hi, and welcome back to lesson planning with the ELL In mind. Today we are excited to take a look at the next classroom application for pre-planning, with a focus on grammar and language functions. Today's lesson should answer the question, how can I make teaching grammar and language functions meaningful? In the last video, we covered how to identify the grammar and language needs for your ELL student. Now how do you go about planning to teach it? How do you make it work for your students, and how to they make it work for the application in your content? We're going to take a look at a couple of ways that have been proven successful for ELL students in the content classroom. The key aspect in teaching grammar and language functions is planning activities and preparing materials that increase student talk time. Or the time that students are actually producing language either in peer conversation, whole class discussion, or individual presentation. Most of this can be encouraged by partner and small group work. This can be easily written into your lesson plan and carefully guided in your activities. Brainstorming and activation techniques can help initiate awareness of grammatical structures and language functions needed for the lesson. Remember that students are negotiating the structures and meaning while talking to their peers. Any increase in interactions such as response partners and assigned roles within an assignment can further students' awareness of grammatical structures and language functions necessary for the lesson. Pre-planning questions will ensure that you are asking more open-ended questions, thus allowing for more language production and student talk time. Finally, planning time for students to reflect will give them an opportunity to notice any struggles with the grammar and language functions learned and practiced in the day's lesson. Writing and speaking frames are two great techniques for supporting your ELL students and their access to grammar and language functions. Writing and speaking frames allows students to demonstrate knowledge of material with supported language structures. In the pre-planning stages, after designating the grammar and language support needed for the output required by the assignment. You can sketch speaking or writing frames as seen here. This is an example from a language arts class lesson on Mark Twain. The student can complete their research about Mark Twain and then complete the writing frame to demonstrate what they learned. These can be tailored to the student's level of support needed and language abilities. These are just a couple of ideas for preparing your ELL students with the necessary grammar and language structures in order to participate in your day's lesson. We will continue to explore these ideas in detail throughout the course.",""
"https://www.coursera.org/learn/the-holocaust/lecture/kqe7Q/1-3-1-expectations-of-reality","1.3.1 Expectations of reality","What is it that we read when we read about Holocaust material? One of my arguments that's overarching Is that the experience of the Holocaust has changed modern literature and that all literature since then deals with a subject matter that changes the literary form that we deal with in modern literature. And one of the bits of evidence I have of that is the kind of material that has been written about, the Holocaust, and the different forms, the different genres Now, part of my job here is to transform all of you into students of literature. Something you all need to know about even if you are going to be bioinformatics engineers That is, literary forms are something that we all engage in all the time When we go back and tell our roommate about what kind of a day we had. In other words. We're always making narratives. We're always telling stories. And you should know the kinds of stories I got for why you need to be in this class. Narratives. I'm interested in narratives. And there are all kinds of Holocaust narratives. [INAUDIBLE] And the literary genres all have expectations. The expectations are what we expect when my roommate comes back, and I say, what was your afternoon like? And the roommate says, well, I spent it upside down at the gym doing head-stands. But they're all kinds of narratives and we anticipate usually what is known as a realistic narrative. With the literary genre of realism but all of you know that there are many other kinds of expectations. You read science fiction and you have that funny moment of expectation Realistic experience, but the person telling you has green eyes and horns and a tail or a luminous face. In other words, the question of literary genre involves reader expectations, or, like film, viewer expectations. When your roommate tells you what kind of a day he had doing headstands you don't expect that he'll suddenly transform. Or maybe she will. I don't know. But Holocaust writing appeared in all the genres, the different kinds of writing. It appeared in diary, Anne Frank. It appeared in memoirs, Elie Wiesel's. It appeared in ethnography, Nechama Tec, Dry Tears. It appeared in historical writing. I wanna come back to The difference between historical writing and other literary genres. And historical writing is also a literary form, and we're very lucky to have Peter with us to prove that historians not only go to the archives and make. General narratives from the individual narratives they read about in the archives. But he's also written an autobiography, a personal narrative. So we have a question of realistic narratives about Well you can say there are strange experiences that the Holocaust involved. There are extraordinary experiences. There are surrealistic experiences. But, you know, those are ways of Telling us that something different is going on in what is being told about. Something out of the ordinary. And this is one of the problems of [FOREIGN]. They have these problems because they, themselves do not believe what is happening, and they haven't read the story yet, right? So they don't know what the end will be. By the way, think about it this way. What if you knew the ending? If you had read the ending first. But these people do not, of course however, when historians write about these issues when they constructed historical narrative. There's suspense about what's going to happen. But the historians know what the ending is. Or where the conclusion will be. And they don't mind usually. To let you know and that you know. And they write therefore, and this is grammar. I hate this grammar, but grammar is much different and bigger than you think. They write in a tense, a verbal tense like the past tense. This happened and that happened and this caused it and so on. So we can talk about the historical past. As the tense. But that's not why you read diaries. Diaries aren't written in the past exactly. They're all about, it just happened. And memoirs, it just happened. And fiction is all about giving you the present-ness of experience and having the presence of those unfolding experiences before you without knowing, without the teleology of an ending. Big word teleology, I'll explain it later if you want me to But you can all Google. So that literary genres differ in terms of reader expectation, in terms of what you know and what you experience. So the writer has this question of how to communicate ongoing present experience if the writer is a novelist. But not if he's a historian. The historian wants to tell you this happened and that happened. Right? The historical past, even if it's written in the past tense in fiction, there is a way in which the writer does something to make it present. And, one of the ways, is that, literary fiction often has a first person narrator, whereas there are few histories that are written with a first person narrator. But rather a general objective in quotes because it isn't. Narrator telling you about many experiences that are general. Whereas the first person narrator, dry tears. it's her ethnography, it's her memoir, she tells you her own personal experience, and so if you started to read it, there's a moment, maybe I can find it, but let me just tell you what it is, there's a moment at which The family factory has been locked up. Jews are not allowed to own factories any more according to the Nazi regime. And she goes to the factory and it's locked up. And she realizes there is someone inside. That is not Nehama but her mother. And her mother goes and wants to open the lock because she thinks someone has been locked in there. And the Nazi guard comes up to her, and Nehama has to describe the fact that the guard responds Is to start hitting her mother. And so, like good Californians. Like well fed, strong Americans. Our response would be, she must hit him back. But Nehama then says, my mother knew she could not do anything but accept the blows, and she covers her head. Which is where the guard is, the Nazi is busy Whacking her. Finally, he gets tired and the mother's response is, this is a terrible thing to think about, she's completely passive. None of us want to be passive When attacked. Right? But here is mother, knowing that she's, in one sense powerless, and in another sense able to refuse. To participate. Exactly. By being passive. There is a whole sequence of issues that her narrative raises. And Nehama is Discovering this in her own persona as the book progresses. She is learning something about what it means to be powerless. And she is learning something about resisting even though you are powerless. I think this is a key moment in the book and in our questioning about what the holocaust was about. And this of course will be something Peter and I will have a chance to talk about.",""
"https://www.coursera.org/learn/the-holocaust/lecture/3GgBU/1-3-4-on-account-of-a-hat","1.3.4 On Account of a Hat","On account of a hat. Is it in focus? Can you read that at all? Did I hear you say absent-minded? They were already talking. And he starts in the middle of the conversation. He's gonna tell us about someone who is absent-minded. And tells you about his town. And he says, Mr. Shalom Aleichem, do you hear what I say? You could go on writing it down but if you could spare a moment I'll tell you a story, About what happened to Sholom Shuchat on a Passover eve, a story about a hat. And then to make sure Shalom Aleichem believes him, a true story, I should live so even if does sound like someone made it up. What a trick this is, but it's a trick to keep us listening. It's a true story, but it sounds like someone made it up. Now we are in a dialogue, and the dialogue is about this, well, he's a luftmensch. A luftmensch is someone, surely you know some Yiddish or some German. A luftmensch is some who lives on air. That is, he doesn't quite have a profession or a job. And he's wiggled his way into getting a cut of a real estate deal because of this and that, finders fees, all of that kind of stuff. And he's so excited that he writes home. He sends a telegram, because this is the modern world. There are railroads and telegrams. He says, coming home for Passover without fail. But the narrators, the cigarette merchant, has told Shalom Aleichem, the narrator, sorry about a hat. A hat. Some of you have noticed that I wear a hat. And who wears a hat? And you all know that pious Jews always keep their heads covered. It's a sign of their piety, and this is about a hat. So right away some things are happening in the story make us ask, what about a hat is involved here? Well, you get the story in your e-comments. I am eager to have you read it and I know people have said, there's so much reading in this course! Okay, another story, but you know you could force your, Roommate to listen to. That's a nice thing to hear the voice. Because, in the story, we hear a voice. That's also a mark of great fiction versus other kinds of writing. Shalom Shothna made a deal. He's coming home without fail, he's a poor guy, he sent the money home that he could spare, he buys some present. It's Passover eve and now he has to get home from where he made the deal. He was out in and they made a deal. Now he has to get to Santa Cruz, but there's a railroad. And that was local references, you may not know what is. He needs to get on the railroad. The problem is, he has to make a connection. He takes one railroad and then he has to get on a train to. And the problem is that the next train is in the morning and he's arrived after the last train left. So there he is in the railroad station, and he's been up two nights travelling home, you know. He tried to get on the bus in Santa Fe, but there was no room. And he goes into the station and he's dead tired and he wants to take a nap. So he looks around and there's one bench, and on the bench is sitting someone wearing a uniform. In Russia of the 19th century you wear a uniform if you're anybody, and this guy, because he's a somebody, spread out, right, on the chair, on the bench. So, Shalom Shothna doesn't know what to do and he suddenly has this thought, this guy. He's wearing a uniform, so there's buttons, not like mine that are about to fall off, buttons, like fancy buttons. This guy, there were rumors there's a great anti-semitic agitator around. This guy could be him. What shall I do? Then he pulls himself together and says I to have a right. I'm gonna buy a ticket to sit on the bench. He sits on the bench finally. And he hadn't slept for two nights, he says, I'll just lean back. Then he suddenly realizes he might sleep through the next train, and if he doesn't get the next train, he doesn't get home for Passover. So he jumps up, and he gets the porter, and he says, wake me up for the train, gives him a little coin. No problem, says the porter. So he goes back and he says, I'll just take a nap, so I'll be awake for the train. You've had this experience, haven't you? And in five minutes, he's snoring away. Snoring away so much that the hat that covers his head, as a sign that he's Jewish, falls off his head. He has a dream, but it's really the porter waking him up to the train coming. He doesn't know what to do. Finally, he wakes up, looks for his hat, puts it on his head, rushes to the ticket window. The crowds around the ticket window part like magic. He rushes to the ticket window, he says I'd like a ticket and the ticket taker says, yes your excellency, what would you like? Third-class. What do you mean? You're making jokes. A Jew doesn't travel first-class, or second, third class. All right, Your Excellency. Gives him a third-class ticket. In the meantime, he's bought things to take home, and he's got this bag with him, and he's been clutching it, and he says, so, now I've gotta find a place on the train, and he rushes out. And he's about to get in the third-class carriage when he stops someone and says, is this third class? And the conductor says, yes, Your Excellency, but you don't want to go in there, there's no room, come. And he takes him along. And Shalom Shothna is sure everybody is making jokes. Well, and he's following the guy who's grabbed his bag, right? He's helping him, because your excellency doesn't carry a bag. Someone carries it for him. It's what happens when Peter and I go anywhere. Everybody takes our bags. [LAUGH] Oh, is this the Democratic California? Sorry. So finally, he goes into the first class, never been in there before, and there's a seat for him, and he's got his bag, and he happens to look in the mirror. And he realizes that the porter woke up the wrong guy, because when he looks in the mirror he sees the button's hat on his head, cuz everybody lost their hat while they were sleeping, and he picked up the wrong hat. And Shalom Shothna has this moment, which is hilarious, where he says the dumb porter woke up the wrong guy! I have to get off the train now and wake up Shalom Shothna, who's asleep on the bench. So he jumps, wakes up the other guy who isn't there anymore, and of course misses the train. And therefore has to spend Passover with strangers, and our narrator says, you know, that's the least of it. Then there's this says to the cigarette mechant, I have a wife, you have a wife, we've all had a taste of paradise. And Shalom Shothna has a wife. And when he gets home, she lets him have it. And she isn't only concerned that he missed Passover with his kids, it took him longer. She says, you sent a telegram that said, coming home for Passover without fail. I don't know how you tell people you're gonna do something, but religious Jews, no. What Woody Allen tells us, you wanna make God laugh, make plans. So, religious Jews say, God willing, I'll be home for Passover. You can't rely on the train, right? Or there's higher powers. Boy, does his wife let him have it. Why am I telling you this story? Because Shalom Shothna has, in the train, with the hat, a moment when he doesn't know who he is. The story is brilliant. Is he Shalom Shothna, the modern entrepreneur, or is he Shalom Shothna, the little Jew, who maybe is just making it? I hope, which is he? He's lost his identity, and the evidence of that is he runs off to wake himself up on the bench. This is what is known in literary critical circles as a peripeteia. The moment of the turning, I can give you all kinds of fancy words. Common tenses is the buildings but later. So, Shalom Shothna is a Jew caught between the modern and the traditional. And he's caught there and he cannot take advantage of being modern. He cannot pass. Now that's something you all know about. Passing. You all experience this when you go to a party in. And you don't wanna be singled out as a prestige student, so you dress differently. >> [LAUGH] >> And you talk a little classics. Right, pass. Passing is what we all do, and we all understand that our identities are about role playing, the modern experience. Shalom Shothna cannot do this. He cannot do this, he can't pass. He can't take advantage. It's offered to him, it's not working. He panics, and rushes off the train to wake himself up. So one of things that Sholom Aleichem is doing in that story is talking about identity crisis, something you're all interested in. Identity crises in the transition to the modern world. Now this is a very funny story and the cigarette merchant says, you know when we got home, his wife buried him alive with his aria on without fail. They were trying to make the telegraph company rich, pay for every word without fail you said and of course, that's to be very modern. He wasn't being traditional. But that's the least of what happens to Shalom Shothna, because somehow the whole town knows about this, and from then on in the town wherever he goes, the young kids, your younger brothers and sisters, they say oh here comes your excellency. Now there's a whole set of issues around names. And Shalom Shothna was given a new name because of what he was wearing on his head. Now, that's the name that sticks with him. But, because this is a story about Shalom Aleichem, what we experience is the irony. He couldn't take advantage of the name Your Excellency. He could only, Repudiate it. And yet he got the advantage, he bought the ticket. He didn't have to stand on line, he got a seat, all of that. How come this young man couldn't pass? So, this is gonna be a big theme. This is, after all, a theme that's central to Nahamates. Nahamates will pass. She supports her family. She saves them, because she passes. How does she pass? By speaking unaccented Polish, by looking Aryan, so too her sister, whereas her parents, their Polish isn't that good, and her mother looks Jewish, dark eyes, dark hair. And Nahamates saves your family, because she can pass. So here's another theme for you to look at throughout the reading. So I'm going to stop here for a moment because Peter and I have an agreement. >> We give each other five minutes for marginal comments. About the Shalom Aleichem story, I think it's a wonderful story illustrating that this is ado of acculturation. And I think this is an excellent illustration of the point I was trying to make the day before yesterday. Murray was talking about history and literature. And I am struck by how much the two are alike rather than how different they are, inasmuch as we learn about human beings. Now, historians deal not only about individuals' innate, not mostly about individuals, but about also institutions, but the ultimate lessons are the same. Now to be sure, we have to follow different rules, such things that are footnotes or archives. But our ultimate interest is the human experience. >> Peter, policing universals. I believe in communities, I think we are similar but we are different. He is a man of the enlightenment. >> I so much hope so. >> [LAUGH]",""
"https://www.coursera.org/learn/the-holocaust/lecture/VAjUz/1-3-3-yiddish-culture","1.3.3 Yiddish culture","I want to go to Yiddish culture, because the whole issue of how mother knows that she can resist, while being passive, while accepting the blows, which is a theme, is also central to Yiddish culture, to Jewish culture, as a culture of resistance in general. So, a culture that teaches people about being different from the usual stuff of European culture. And Peter elaborated how the Jews were, and continue to be, different, last time. And that difference turns out to be very important as the world becomes modern. There are a whole bunch of passages from the that I want you to look at in particular, as well as to read the whole book! And they are part of what I sent around as an announcement to eCommons. And I also sent a copy of this story by Shalom Aleichem, but I want to talk a little bit about Yiddish culture, the culture of Eastern European and Jews. Part of their difference is that they spoke a different language. A language called Yiddish. A fusion language. That's a technical term for the linguists among us. A fusion language that, on the armature of some German dialect, and the use of much Hebrew, becomes a language that the Jews spoke. We have a text from the 12th century in Yiddish. So it's a language that's got a long history, and there are even classes in it here. Hebrew, the language in which God created the universe, according to the Bible, both the Hebrew Bible and the Christian Bible. Hebrew is an intellectual language. That is, it was used for intellectual discussions. Think of it as how physicists talk. But it lacked certain things when you got to Europe, it was fine in the Middle East. But even there is became part of another linguistic fusion language, Aramaic. Which some of you have heard about from movies. Aramaic, which is known as the little sister of Hebrew. You go back and forth. And almost all languages that I know of are next to other languages they share, so there are no languages or words in isolation. Yiddish was known as the mamaloshen, a word that is made up of the Hebrew word lashon, tongue, language, and the word mama, which you've probably already guessed. So Yiddish, is the mother tongue. It's the language that Jews use to talk to each other about all the everyday life experiences. When, in the middle of the 19th century, Jews said they had to start writing Hebrew again as part of their nationalism. The first Hebrew novel had a problem, because like novels everywhere, it was about love, but Hebrew doesn't have much in the way of love talk. So, that first novel, by Abraham Mapu, had to turn to the language of the Song of Songs, which is elegant, elevated poetry. And when I was a kid, I thought I would be a failure in talking to women. So I talked to my sisters all the time, but other women, because I couldn't use that fancy language or, my experience was the movies, and there, when the young man wants to talk to the young woman and impress her, he sings! Forget it. >> [LAUGH] >> Right? But Yiddish was the language in which Jews made love. In which they had families, in which they lived everyday life. And Sholem Aleichem, in the middle of the 19th century, as Jews become welcomed more and more, and have access, is part of a group of people who are writing modern literature. And as writers of modern literature, they are breaking with Jewish tradition, because everything has changed. And before that, when Jews wanted to talk about serious subjects, they wrote in Hebrew. And they wrote commentaries on the great texts, commentaries. And when they had fantasies to bring, they did the backstory on Jacob and Esau, Jacob wrestling with the angel, all kinds of things. Very brief in Hebrew. But here is Sholem Aleichem writing literature because there are now newspapers, and the newspapers bring news of new situations, the new experiences of life. And there are newspapers in Yiddish. Sholem Aleichem, like many of us, said well, the big thing is to write in Russian like Tolstoy. So he tries writing in Russian, but he doesn't have many readers. He tries writing in Hebrew, doesn't have many readers. But when he writes in the mamaloshen, suddenly everybody wants to read him. And he becomes one of the great writers to a community. I sent you one story because it's a very special moment, but it's like so many of his stories, tries to deal with what it means to be a traditional society changing into a modern society. So if you want to know about women's lives in the 19th century, Jewish women's lives, you should read Sholem Aleichem. Because women's lives are changing. They're both traditional and modern at the same time. I know, you're young and you believe you should only be one thing. But as you'll get older, you'll know that you'll have to play many roles or maybe you've already learned that. Women, especially, got to this point as industrialization happened, urbanization, all of those experiences. So, here is a story in which Sholem Aleichem is telling us that women's roles change. But how can he tell us a story, using past tense, that gets us to experience it in the present? And again, many young writers only write in the present because that's present and that's our experience of films and so on. Sholem Aleichem has a different understanding. He's telling us that Jews are responding to the new modern world and the old traditional world they live in and they talk to each other. So Sholem Aleichem's stories give us a series of experiences in which two Jews are talking. Not did talk, not talked, past tense, but they're in the process of talking, they're talking about each other And that's the trick of the narrator in this story. Because the narrator doesn't narrate, the narrator does the listening. Now, to listen is an interesting idea and deserves lots of serious discussion. I can only give you a sense of how important listening is by telling you that Isaiah Berlin, a wonderful modern philosopher, told his audience, when he won the Jerusalem Prize, that you need to belong somewhere in order to be able to communicate. That listening and speaking depend upon belonging, and that that's the condition of being understood. So the narrator of Sholem Aleichem's tale, On Account of a Hat, and the speaker, by their listening to each other, are telling us they belong together. And they're telling us that the frame of reference works for both of them. So this is literary analysis, and I hope you'll think about this for all the stories in your lives and all the stories you are inventing. I didn't finish the homework because the dog ate the, whatever. The stories that you're constantly inventing. Sholem Aleichem's narrator meets someone who's a merchant, as he puts it, in snips of paper. Snips of paper. He sells cigarette papers. If you want to know about those, I think there are several smoke shops here in town, you can all get snips of paper. And the narrator tells us that while he tells us this story, he's smoking constantly. And what is he doing? He's saying to Sholem Aleichem, I want to tell you about something extraordinary. Why is it extraordinary? Somewhere I have that. Oh, here. The story.",""
